@relation accelerometer_features

@attribute fft_coef_0000 numeric
@attribute fft_coef_0001 numeric
@attribute fft_coef_0002 numeric
@attribute fft_coef_0003 numeric
@attribute fft_coef_0004 numeric
@attribute fft_coef_0005 numeric
@attribute fft_coef_0006 numeric
@attribute fft_coef_0007 numeric
@attribute fft_coef_0008 numeric
@attribute fft_coef_0009 numeric
@attribute fft_coef_0010 numeric
@attribute fft_coef_0011 numeric
@attribute fft_coef_0012 numeric
@attribute fft_coef_0013 numeric
@attribute fft_coef_0014 numeric
@attribute fft_coef_0015 numeric
@attribute fft_coef_0016 numeric
@attribute fft_coef_0017 numeric
@attribute fft_coef_0018 numeric
@attribute fft_coef_0019 numeric
@attribute fft_coef_0020 numeric
@attribute fft_coef_0021 numeric
@attribute fft_coef_0022 numeric
@attribute fft_coef_0023 numeric
@attribute fft_coef_0024 numeric
@attribute fft_coef_0025 numeric
@attribute fft_coef_0026 numeric
@attribute fft_coef_0027 numeric
@attribute fft_coef_0028 numeric
@attribute fft_coef_0029 numeric
@attribute fft_coef_0030 numeric
@attribute fft_coef_0031 numeric
@attribute fft_coef_0032 numeric
@attribute fft_coef_0033 numeric
@attribute fft_coef_0034 numeric
@attribute fft_coef_0035 numeric
@attribute fft_coef_0036 numeric
@attribute fft_coef_0037 numeric
@attribute fft_coef_0038 numeric
@attribute fft_coef_0039 numeric
@attribute fft_coef_0040 numeric
@attribute fft_coef_0041 numeric
@attribute fft_coef_0042 numeric
@attribute fft_coef_0043 numeric
@attribute fft_coef_0044 numeric
@attribute fft_coef_0045 numeric
@attribute fft_coef_0046 numeric
@attribute fft_coef_0047 numeric
@attribute fft_coef_0048 numeric
@attribute fft_coef_0049 numeric
@attribute fft_coef_0050 numeric
@attribute fft_coef_0051 numeric
@attribute fft_coef_0052 numeric
@attribute fft_coef_0053 numeric
@attribute fft_coef_0054 numeric
@attribute fft_coef_0055 numeric
@attribute fft_coef_0056 numeric
@attribute fft_coef_0057 numeric
@attribute fft_coef_0058 numeric
@attribute fft_coef_0059 numeric
@attribute fft_coef_0060 numeric
@attribute fft_coef_0061 numeric
@attribute fft_coef_0062 numeric
@attribute fft_coef_0063 numeric
@attribute max numeric
@attribute label {standing,walking,running,others}

@data
201.400703,4.305146,38.438789,4.873385,14.313319,11.760894,5.339378,2.206122,1.216428,2.35092,0.353788,1.852455,0.325669,0.725197,0.984828,0.236245,0.407349,0.326856,0.778818,0.570617,0.014382,0.197566,0.355891,0.477226,0.4953,0.347867,0.24685,0.274203,0.128171,0.540644,0.417562,0.430531,0.104067,0.430531,0.417562,0.540644,0.128171,0.274203,0.24685,0.347867,0.4953,0.477226,0.355891,0.197566,0.014382,0.570617,0.778818,0.326856,0.407349,0.236245,0.984828,0.725197,0.325669,1.852455,0.353788,2.35092,1.216428,2.206122,5.339378,11.760894,14.313319,4.873385,38.438789,4.305146,5.024255,walking
123.658469,7.281714,12.729148,8.655027,18.86785,6.026973,7.132136,7.266846,2.360782,3.043171,4.225763,0.288556,1.201326,1.620064,0.778015,0.911183,1.08435,0.695999,0.457918,1.068453,1.039457,0.758099,1.091469,0.585687,0.544013,0.81621,0.500017,0.411934,0.921421,0.335858,0.94903,0.863675,0.434349,0.863675,0.94903,0.335858,0.921421,0.411934,0.500017,0.81621,0.544013,0.585687,1.091469,0.758099,1.039457,1.068453,0.457918,0.695999,1.08435,0.911183,0.778015,1.620064,1.201326,0.288556,4.225763,3.043171,2.360782,7.266846,7.132136,6.026973,18.86785,8.655027,12.729148,7.281714,3.183209,walking
57.528419,7.270538,6.345007,5.838157,4.820016,8.170754,3.354075,1.558077,2.115206,1.02739,1.168602,1.500232,1.192411,1.399841,0.55659,0.914487,1.164093,0.687959,1.047853,0.743787,1.017151,0.894173,0.585226,0.604266,0.94063,0.607166,0.786076,0.552322,0.916614,0.719845,0.891191,0.766334,0.367126,0.766334,0.891191,0.719845,0.916614,0.552322,0.786076,0.607166,0.94063,0.604266,0.585226,0.894173,1.017151,0.743787,1.047853,0.687959,1.164093,0.914487,0.55659,1.399841,1.192411,1.500232,1.168602,1.02739,2.115206,1.558077,3.354075,8.170754,4.820016,5.838157,6.345007,7.270538,1.881214,walking
73.069831,6.435271,10.34007,9.825097,5.789917,5.12333,2.692298,2.366576,2.556661,1.327602,0.863133,0.773895,0.835085,0.18953,1.045094,0.727766,0.349384,0.231948,0.494037,0.158961,0.837434,0.119246,0.195415,0.632475,0.744825,0.094538,0.106442,0.480267,0.459942,0.493323,0.107551,0.315029,0.155391,0.315029,0.107551,0.493323,0.459942,0.480267,0.106442,0.094538,0.744825,0.632475,0.195415,0.119246,0.837434,0.158961,0.494037,0.231948,0.349384,0.727766,1.045094,0.18953,0.835085,0.773895,0.863133,1.327602,2.556661,2.366576,2.692298,5.12333,5.789917,9.825097,10.34007,6.435271,1.768474,walking
73.900389,7.368955,4.93904,2.824994,3.913645,1.393034,2.803832,0.481164,1.945153,1.110851,0.631291,1.014944,0.683266,0.431377,0.727585,0.406021,0.703284,0.39393,0.561024,0.400449,0.669195,0.463453,0.512205,0.542483,0.409087,0.32646,0.397874,0.336325,0.20086,0.357131,0.364059,0.394057,0.214813,0.394057,0.364059,0.357131,0.20086,0.336325,0.397874,0.32646,0.409087,0.542483,0.512205,0.463453,0.669195,0.400449,0.561024,0.39393,0.703284,0.406021,0.727585,0.431377,0.683266,1.014944,0.631291,1.110851,1.945153,0.481164,2.803832,1.393034,3.913645,2.824994,4.93904,7.368955,1.698783,walking
105.531537,20.739087,6.212219,3.019852,2.196027,0.708768,1.079704,0.627553,0.516233,0.880379,0.304263,0.398025,0.190838,0.062779,0.369309,0.202937,0.324309,0.204214,0.393916,0.118133,0.057107,0.344222,0.371335,0.11363,0.223617,0.158033,0.122622,0.409202,0.135406,0.168141,0.120756,0.467821,0.007005,0.467821,0.120756,0.168141,0.135406,0.409202,0.122622,0.158033,0.223617,0.11363,0.371335,0.344222,0.057107,0.118133,0.393916,0.204214,0.324309,0.202937,0.369309,0.062779,0.190838,0.398025,0.304263,0.880379,0.516233,0.627553,1.079704,0.708768,2.196027,3.019852,6.212219,20.739087,2.373895,walking
63.476699,8.480968,14.28002,8.26939,0.589723,6.201264,2.5747,1.94097,1.678649,1.913977,0.98215,1.458882,1.304208,0.40833,0.367559,0.449758,0.722973,0.418201,0.712272,0.500139,0.754565,0.816375,0.540401,0.470203,0.547159,0.418239,0.555384,0.810722,0.460899,0.410447,0.538446,0.726437,0.010909,0.726437,0.538446,0.410447,0.460899,0.810722,0.555384,0.418239,0.547159,0.470203,0.540401,0.816375,0.754565,0.500139,0.712272,0.418201,0.722973,0.449758,0.367559,0.40833,1.304208,1.458882,0.98215,1.913977,1.678649,1.94097,2.5747,6.201264,0.589723,8.26939,14.28002,8.480968,2.122258,walking
147.820688,54.507769,36.9597,15.312856,12.4943,6.73688,3.986713,1.411554,0.871733,2.366634,0.502283,0.200808,0.25971,0.168175,0.631016,0.26675,0.341908,0.305574,0.158263,0.273103,0.095297,0.427219,0.088212,0.297705,0.462053,0.29094,0.251368,0.386931,0.22827,0.390136,0.141977,0.233071,0.349012,0.233071,0.141977,0.390136,0.22827,0.386931,0.251368,0.29094,0.462053,0.297705,0.088212,0.427219,0.095297,0.273103,0.158263,0.305574,0.341908,0.26675,0.631016,0.168175,0.25971,0.200808,0.502283,2.366634,0.871733,1.411554,3.986713,6.73688,12.4943,15.312856,36.9597,54.507769,6.062135,walking
131.804055,14.425657,3.999084,7.84956,4.816617,1.170084,5.308252,1.467556,2.54913,1.627211,0.996003,1.114213,0.805056,0.705784,0.788867,0.886785,0.603866,0.885231,0.248024,0.429142,0.471814,0.894221,0.520713,0.693556,0.652806,0.609533,0.527732,0.991628,0.551688,0.399316,0.318648,0.430365,0.430902,0.430365,0.318648,0.399316,0.551688,0.991628,0.527732,0.609533,0.652806,0.693556,0.520713,0.894221,0.471814,0.429142,0.248024,0.885231,0.603866,0.886785,0.788867,0.705784,0.805056,1.114213,0.996003,1.627211,2.54913,1.467556,5.308252,1.170084,4.816617,7.84956,3.999084,14.425657,2.895774,walking
359.991755,76.458163,36.253346,46.363567,19.340649,13.66226,2.973684,1.18391,3.393889,3.507814,0.981237,1.517773,0.941298,1.297443,0.207935,1.174022,0.139082,1.363351,0.241955,1.075717,0.759851,0.743583,0.483032,0.678587,0.594436,0.730017,0.771267,0.237614,0.669951,0.749693,0.487825,0.193727,0.875386,0.193727,0.487825,0.749693,0.669951,0.237614,0.771267,0.730017,0.594436,0.678587,0.483032,0.743583,0.759851,1.075717,0.241955,1.363351,0.139082,1.174022,0.207935,1.297443,0.941298,1.517773,0.981237,3.507814,3.393889,1.18391,2.973684,13.66226,19.340649,46.363567,36.253346,76.458163,10.353474,walking
206.045277,18.891633,14.288279,21.028362,15.03605,4.110327,0.694915,1.569686,2.201314,1.526308,0.855073,0.991753,0.991582,0.824821,0.637463,0.937668,0.698554,0.449497,0.567358,0.592878,0.71513,0.888356,0.219236,0.398196,0.848885,0.521149,0.464424,0.502016,0.542341,0.800297,0.57939,0.676075,0.493275,0.676075,0.57939,0.800297,0.542341,0.502016,0.464424,0.521149,0.848885,0.398196,0.219236,0.888356,0.71513,0.592878,0.567358,0.449497,0.698554,0.937668,0.637463,0.824821,0.991582,0.991753,0.855073,1.526308,2.201314,1.569686,0.694915,4.110327,15.03605,21.028362,14.288279,18.891633,5.096894,walking
191.111393,16.538269,32.728442,9.055757,5.066186,7.087636,3.77744,0.384685,3.384463,1.234208,1.058224,1.311009,1.788768,0.965201,1.067571,1.341933,0.673837,1.193418,0.745692,0.870057,0.657556,0.790445,0.927781,0.95169,0.402648,0.547124,0.902397,0.954294,0.628172,0.685284,0.890827,0.509889,0.074785,0.509889,0.890827,0.685284,0.628172,0.954294,0.902397,0.547124,0.402648,0.95169,0.927781,0.790445,0.657556,0.870057,0.745692,1.193418,0.673837,1.341933,1.067571,0.965201,1.788768,1.311009,1.058224,1.234208,3.384463,0.384685,3.77744,7.087636,5.066186,9.055757,32.728442,16.538269,4.771015,walking
288.4426,18.220053,31.530769,21.546082,18.090341,8.079231,3.958064,2.55994,1.231355,0.545655,1.433099,0.913609,0.238025,0.55283,0.096949,0.425158,0.164207,0.215905,0.466668,0.282157,0.09428,0.258642,0.213719,0.356694,0.065312,0.075823,0.324353,0.251427,0.368778,0.411379,0.285151,0.17604,0.167764,0.17604,0.285151,0.411379,0.368778,0.251427,0.324353,0.075823,0.065312,0.356694,0.213719,0.258642,0.09428,0.282157,0.466668,0.215905,0.164207,0.425158,0.096949,0.55283,0.238025,0.913609,1.433099,0.545655,1.231355,2.55994,3.958064,8.079231,18.090341,21.546082,31.530769,18.220053,7.257372,walking
250.833098,9.165054,25.349309,12.310653,6.887693,2.039142,1.910891,3.383089,0.756034,1.366359,0.957664,0.537257,0.599547,0.314224,0.351108,0.247873,0.19494,0.352189,0.407229,0.016166,0.267495,0.121548,0.309161,0.066361,0.099092,0.270819,0.23941,0.282848,0.352116,0.095091,0.341835,0.433663,0.160681,0.433663,0.341835,0.095091,0.352116,0.282848,0.23941,0.270819,0.099092,0.066361,0.309161,0.121548,0.267495,0.016166,0.407229,0.352189,0.19494,0.247873,0.351108,0.314224,0.599547,0.537257,0.957664,1.366359,0.756034,3.383089,1.910891,2.039142,6.887693,12.310653,25.349309,9.165054,5.243815,walking
229.74217,32.60341,20.572914,29.160283,7.839112,9.454626,6.028129,6.498905,2.181431,3.955577,2.162233,2.569922,2.281238,2.830547,1.626434,1.331472,1.836741,1.962267,1.385327,1.349908,1.269041,1.740797,0.891351,1.364733,1.382195,0.997689,1.655498,1.224839,1.338703,1.091343,1.154907,0.937179,0.92704,0.937179,1.154907,1.091343,1.338703,1.224839,1.655498,0.997689,1.382195,1.364733,0.891351,1.740797,1.269041,1.349908,1.385327,1.962267,1.836741,1.331472,1.626434,2.830547,2.281238,2.569922,2.162233,3.955577,2.181431,6.498905,6.028129,9.454626,7.839112,29.160283,20.572914,32.60341,5.404898,walking
251.321407,46.369874,26.660911,10.880241,16.339032,11.958272,5.535972,3.493707,2.957267,4.620726,3.000876,2.821067,2.270274,2.397224,2.588777,2.606836,1.291465,2.058327,1.749327,2.116973,1.98032,1.919074,1.596995,1.857906,1.713898,1.457439,1.454741,1.432002,1.268258,1.298637,1.616504,1.227925,1.156448,1.227925,1.616504,1.298637,1.268258,1.432002,1.454741,1.457439,1.713898,1.857906,1.596995,1.919074,1.98032,2.116973,1.749327,2.058327,1.291465,2.606836,2.588777,2.397224,2.270274,2.821067,3.000876,4.620726,2.957267,3.493707,5.535972,11.958272,16.339032,10.880241,26.660911,46.369874,6.213878,walking
219.079446,20.970379,21.331383,3.801556,1.755466,4.724268,2.809041,0.496623,0.465011,0.428861,0.752246,0.190591,0.192954,0.322435,0.076439,0.090084,0.274264,0.409683,0.444575,0.295977,0.20623,0.355528,0.304509,0.106105,0.131298,0.267239,0.363318,0.155835,0.256374,0.234262,0.176524,0.21123,0.020059,0.21123,0.176524,0.234262,0.256374,0.155835,0.363318,0.267239,0.131298,0.106105,0.304509,0.355528,0.20623,0.295977,0.444575,0.409683,0.274264,0.090084,0.076439,0.322435,0.192954,0.190591,0.752246,0.428861,0.465011,0.496623,2.809041,4.724268,1.755466,3.801556,21.331383,20.970379,4.760446,walking
188.057197,21.565743,33.512352,21.120647,11.693335,4.993903,2.206073,0.233872,0.662285,0.585051,0.629719,0.427974,0.209369,0.185298,0.242764,0.361996,0.191422,0.160741,0.489083,0.229527,0.126776,0.262662,0.127806,0.470473,0.461748,0.642109,0.399913,0.238413,0.088243,0.248656,0.168014,0.08666,0.120172,0.08666,0.168014,0.248656,0.088243,0.238413,0.399913,0.642109,0.461748,0.470473,0.127806,0.262662,0.126776,0.229527,0.489083,0.160741,0.191422,0.361996,0.242764,0.185298,0.209369,0.427974,0.629719,0.585051,0.662285,0.233872,2.206073,4.993903,11.693335,21.120647,33.512352,21.565743,5.381689,walking
240.051664,49.05116,9.237162,25.049681,11.183292,9.420474,4.212391,0.639244,0.114224,0.392711,0.45457,0.662208,0.531939,0.347979,0.375782,0.717001,0.183823,0.346386,0.550012,0.198289,0.252771,0.289611,0.445374,0.289957,0.23168,0.28978,0.172297,0.281873,0.149891,0.110311,0.341047,0.084505,0.011312,0.084505,0.341047,0.110311,0.149891,0.281873,0.172297,0.28978,0.23168,0.289957,0.445374,0.289611,0.252771,0.198289,0.550012,0.346386,0.183823,0.717001,0.375782,0.347979,0.531939,0.662208,0.45457,0.392711,0.114224,0.639244,4.212391,9.420474,11.183292,25.049681,9.237162,49.05116,6.49266,walking
205.663387,5.369649,17.924005,8.339232,1.472785,4.253322,1.590023,2.428781,0.820533,0.108904,0.32406,0.243454,0.399328,0.774117,0.433094,0.134125,0.372363,0.409817,0.241696,0.289304,0.17524,0.150678,0.315705,0.111891,0.192583,0.115988,0.242627,0.22472,0.25543,0.386859,0.070023,0.147528,0.204468,0.147528,0.070023,0.386859,0.25543,0.22472,0.242627,0.115988,0.192583,0.111891,0.315705,0.150678,0.17524,0.289304,0.241696,0.409817,0.372363,0.134125,0.433094,0.774117,0.399328,0.243454,0.32406,0.108904,0.820533,2.428781,1.590023,4.253322,1.472785,8.339232,17.924005,5.369649,3.849323,walking
189.270739,32.199936,7.971935,48.66736,17.306044,7.368497,2.026473,3.008332,4.122461,0.388463,1.403685,1.383548,0.316431,0.850899,0.509108,0.19923,0.460224,0.723487,0.311064,0.401431,0.155588,0.167437,0.438245,0.231345,0.34093,0.257536,0.420811,0.810147,0.423342,0.137891,0.131358,0.224713,0.238698,0.224713,0.131358,0.137891,0.423342,0.810147,0.420811,0.257536,0.34093,0.231345,0.438245,0.167437,0.155588,0.401431,0.311064,0.723487,0.460224,0.19923,0.509108,0.850899,0.316431,1.383548,1.403685,0.388463,4.122461,3.008332,2.026473,7.368497,17.306044,48.66736,7.971935,32.199936,5.686738,walking
224.500342,50.520473,16.274894,27.353083,19.628952,11.737466,2.730734,0.486975,1.579999,1.02392,0.78145,0.119289,0.955364,0.382226,0.647033,0.135169,0.331321,0.628372,0.346014,0.339626,0.362123,0.679936,0.226196,0.608316,0.352226,0.621306,0.624552,0.081055,0.369419,0.450918,0.245094,0.175052,0.154449,0.175052,0.245094,0.450918,0.369419,0.081055,0.624552,0.621306,0.352226,0.608316,0.226196,0.679936,0.362123,0.339626,0.346014,0.628372,0.331321,0.135169,0.647033,0.382226,0.955364,0.119289,0.78145,1.02392,1.579999,0.486975,2.730734,11.737466,19.628952,27.353083,16.274894,50.520473,7.124134,walking
178.010077,12.795159,24.461953,6.31419,4.78157,4.890668,2.496547,2.734293,1.962935,1.231647,0.599524,1.295293,1.005955,0.887297,0.868687,0.670414,0.760652,0.68628,0.715669,0.903134,0.540825,0.456242,0.584922,0.186285,0.374563,0.234617,0.506267,0.646674,0.488021,0.741718,0.716744,0.465639,0.465088,0.465639,0.716744,0.741718,0.488021,0.646674,0.506267,0.234617,0.374563,0.186285,0.584922,0.456242,0.540825,0.903134,0.715669,0.68628,0.760652,0.670414,0.868687,0.887297,1.005955,1.295293,0.599524,1.231647,1.962935,2.734293,2.496547,4.890668,4.78157,6.31419,24.461953,12.795159,3.95561,walking
194.290906,41.305415,13.032088,41.251009,16.466177,3.903987,1.611929,4.939338,2.242573,1.631709,1.317276,0.936954,0.525864,1.325784,1.518382,1.421295,1.121048,0.580365,0.359395,0.568087,0.78688,0.544474,0.319093,0.852966,0.476053,0.278189,0.582455,0.614264,0.598161,0.56443,0.613438,0.313445,0.355814,0.313445,0.613438,0.56443,0.598161,0.614264,0.582455,0.278189,0.476053,0.852966,0.319093,0.544474,0.78688,0.568087,0.359395,0.580365,1.121048,1.421295,1.518382,1.325784,0.525864,0.936954,1.317276,1.631709,2.242573,4.939338,1.611929,3.903987,16.466177,41.251009,13.032088,41.305415,6.4183,walking
228.154249,73.961799,39.181002,27.226053,14.4993,4.570982,3.90013,2.979154,3.614114,1.439788,2.122832,1.796679,1.347064,1.445712,0.9907,1.237146,0.979407,0.938654,0.990833,1.122398,1.006396,0.95294,0.642186,0.687307,0.843723,0.512559,1.002839,0.655282,0.679546,0.839331,0.748899,0.837432,0.780959,0.837432,0.748899,0.839331,0.679546,0.655282,1.002839,0.512559,0.843723,0.687307,0.642186,0.95294,1.006396,1.122398,0.990833,0.938654,0.979407,1.237146,0.9907,1.445712,1.347064,1.796679,2.122832,1.439788,3.614114,2.979154,3.90013,4.570982,14.4993,27.226053,39.181002,73.961799,8.058333,walking
