@relation accelerometer_features

@attribute fft_coef_0000 numeric
@attribute fft_coef_0001 numeric
@attribute fft_coef_0002 numeric
@attribute fft_coef_0003 numeric
@attribute fft_coef_0004 numeric
@attribute fft_coef_0005 numeric
@attribute fft_coef_0006 numeric
@attribute fft_coef_0007 numeric
@attribute fft_coef_0008 numeric
@attribute fft_coef_0009 numeric
@attribute fft_coef_0010 numeric
@attribute fft_coef_0011 numeric
@attribute fft_coef_0012 numeric
@attribute fft_coef_0013 numeric
@attribute fft_coef_0014 numeric
@attribute fft_coef_0015 numeric
@attribute fft_coef_0016 numeric
@attribute fft_coef_0017 numeric
@attribute fft_coef_0018 numeric
@attribute fft_coef_0019 numeric
@attribute fft_coef_0020 numeric
@attribute fft_coef_0021 numeric
@attribute fft_coef_0022 numeric
@attribute fft_coef_0023 numeric
@attribute fft_coef_0024 numeric
@attribute fft_coef_0025 numeric
@attribute fft_coef_0026 numeric
@attribute fft_coef_0027 numeric
@attribute fft_coef_0028 numeric
@attribute fft_coef_0029 numeric
@attribute fft_coef_0030 numeric
@attribute fft_coef_0031 numeric
@attribute fft_coef_0032 numeric
@attribute fft_coef_0033 numeric
@attribute fft_coef_0034 numeric
@attribute fft_coef_0035 numeric
@attribute fft_coef_0036 numeric
@attribute fft_coef_0037 numeric
@attribute fft_coef_0038 numeric
@attribute fft_coef_0039 numeric
@attribute fft_coef_0040 numeric
@attribute fft_coef_0041 numeric
@attribute fft_coef_0042 numeric
@attribute fft_coef_0043 numeric
@attribute fft_coef_0044 numeric
@attribute fft_coef_0045 numeric
@attribute fft_coef_0046 numeric
@attribute fft_coef_0047 numeric
@attribute fft_coef_0048 numeric
@attribute fft_coef_0049 numeric
@attribute fft_coef_0050 numeric
@attribute fft_coef_0051 numeric
@attribute fft_coef_0052 numeric
@attribute fft_coef_0053 numeric
@attribute fft_coef_0054 numeric
@attribute fft_coef_0055 numeric
@attribute fft_coef_0056 numeric
@attribute fft_coef_0057 numeric
@attribute fft_coef_0058 numeric
@attribute fft_coef_0059 numeric
@attribute fft_coef_0060 numeric
@attribute fft_coef_0061 numeric
@attribute fft_coef_0062 numeric
@attribute fft_coef_0063 numeric
@attribute max numeric
@attribute label {standing,walking,running,others}

@data
203.223121,25.77777,31.812667,10.427071,8.009124,7.000195,3.579699,2.978735,2.339582,2.257135,2.631178,1.807252,1.55716,2.023621,1.747922,1.701116,1.799498,1.25378,1.344638,1.402687,1.745232,1.348436,1.370374,1.323599,1.048436,1.256944,1.013538,1.248759,0.983466,1.175815,1.143543,1.035821,1.332445,1.035821,1.143543,1.175815,0.983466,1.248759,1.013538,1.256944,1.048436,1.323599,1.370374,1.348436,1.745232,1.402687,1.344638,1.25378,1.799498,1.701116,1.747922,2.023621,1.55716,1.807252,2.631178,2.257135,2.339582,2.978735,3.579699,7.000195,8.009124,10.427071,31.812667,25.77777,4.302069,walking
193.233616,18.069967,17.263859,28.216304,13.482396,10.49737,8.882008,2.357616,3.040021,3.037069,1.242511,1.127331,0.844823,0.651124,0.681518,0.976536,0.175047,0.577763,0.719722,0.215853,0.108632,0.616432,0.635686,0.524233,0.25496,0.489764,0.618218,0.566015,0.595337,0.451172,0.497955,0.262698,0.099115,0.262698,0.497955,0.451172,0.595337,0.566015,0.618218,0.489764,0.25496,0.524233,0.635686,0.616432,0.108632,0.215853,0.719722,0.577763,0.175047,0.976536,0.681518,0.651124,0.844823,1.127331,1.242511,3.037069,3.040021,2.357616,8.882008,10.49737,13.482396,28.216304,17.263859,18.069967,4.798631,walking
224.341359,72.602415,39.33519,12.553006,23.358412,6.497229,5.272432,2.104613,0.518514,1.49878,2.046067,0.885753,1.593553,1.34209,1.354005,0.963555,0.880416,0.977519,0.961051,0.909087,0.656588,0.787345,0.421054,0.91864,1.032598,0.639272,0.744084,0.462348,0.457979,0.854417,0.587462,0.640021,0.673772,0.640021,0.587462,0.854417,0.457979,0.462348,0.744084,0.639272,1.032598,0.91864,0.421054,0.787345,0.656588,0.909087,0.961051,0.977519,0.880416,0.963555,1.354005,1.34209,1.593553,0.885753,2.046067,1.49878,0.518514,2.104613,5.272432,6.497229,23.358412,12.553006,39.33519,72.602415,7.836837,walking
281.014906,36.876956,29.523784,20.350655,5.596153,2.062989,3.330765,4.519562,3.260685,1.807462,2.086999,2.274207,1.797855,1.517875,1.582383,1.517784,1.336045,1.394681,1.347635,1.162915,1.189133,0.977439,1.292255,1.327839,1.055007,1.202428,1.196437,1.333812,1.074177,1.232301,0.961152,0.945451,1.037025,0.945451,0.961152,1.232301,1.074177,1.333812,1.196437,1.202428,1.055007,1.327839,1.292255,0.977439,1.189133,1.162915,1.347635,1.394681,1.336045,1.517784,1.582383,1.517875,1.797855,2.274207,2.086999,1.807462,3.260685,4.519562,3.330765,2.062989,5.596153,20.350655,29.523784,36.876956,5.980305,walking
222.010247,34.964276,18.256706,12.911705,10.167159,1.408489,1.895298,0.71986,1.089934,1.425111,0.715069,0.514476,0.424389,0.155078,0.25966,0.15023,0.824451,0.406909,0.138585,0.225565,0.358401,0.254184,0.106697,0.342191,0.413277,0.238931,0.159358,0.119236,0.37874,0.44028,0.311708,0.549805,0.610883,0.549805,0.311708,0.44028,0.37874,0.119236,0.159358,0.238931,0.413277,0.342191,0.106697,0.254184,0.358401,0.225565,0.138585,0.406909,0.824451,0.15023,0.25966,0.155078,0.424389,0.514476,0.715069,1.425111,1.089934,0.71986,1.895298,1.408489,10.167159,12.911705,18.256706,34.964276,4.972922,walking
219.486819,23.700017,30.648384,14.653507,18.285849,2.903006,4.810979,3.463886,0.436286,1.874191,2.039685,1.530786,0.642751,1.049719,0.895303,1.028308,1.319036,1.095624,1.029601,0.793038,0.958151,0.682567,0.705086,0.810048,0.656698,0.264955,0.811386,0.835969,0.607533,0.790859,1.201346,0.580803,0.536217,0.580803,1.201346,0.790859,0.607533,0.835969,0.811386,0.264955,0.656698,0.810048,0.705086,0.682567,0.958151,0.793038,1.029601,1.095624,1.319036,1.028308,0.895303,1.049719,0.642751,1.530786,2.039685,1.874191,0.436286,3.463886,4.810979,2.903006,18.285849,14.653507,30.648384,23.700017,5.903949,walking
266.124644,22.239535,21.511864,8.009197,8.407874,7.038135,4.589344,2.195591,0.556105,0.899194,0.224877,0.468066,0.319631,0.208681,0.654522,0.470477,0.46404,0.406246,0.215301,0.495565,0.591176,0.230631,0.339236,0.336696,0.229999,0.403541,0.237287,0.177557,0.261863,0.150243,0.289188,0.341348,0.133876,0.341348,0.289188,0.150243,0.261863,0.177557,0.237287,0.403541,0.229999,0.336696,0.339236,0.230631,0.591176,0.495565,0.215301,0.406246,0.46404,0.470477,0.654522,0.208681,0.319631,0.468066,0.224877,0.899194,0.556105,2.195591,4.589344,7.038135,8.407874,8.009197,21.511864,22.239535,5.295604,walking
221.33362,25.48641,37.592452,46.629256,19.445575,8.180033,2.403273,2.601123,2.309872,0.209777,2.414717,1.860266,0.276061,1.136837,0.904386,0.268341,0.478789,0.630013,0.432068,0.179794,0.502734,0.567974,0.52068,0.541559,0.153245,0.48068,0.421872,0.162506,0.323443,0.310059,0.133554,0.187581,0.612049,0.187581,0.133554,0.310059,0.323443,0.162506,0.421872,0.48068,0.153245,0.541559,0.52068,0.567974,0.502734,0.179794,0.432068,0.630013,0.478789,0.268341,0.904386,1.136837,0.276061,1.860266,2.414717,0.209777,2.309872,2.601123,2.403273,8.180033,19.445575,46.629256,37.592452,25.48641,7.282907,walking
224.550681,72.778443,34.279774,14.846102,12.525423,11.804151,2.59783,2.755756,0.840908,3.811645,0.675802,0.806165,1.207427,1.770029,1.137556,0.453549,0.639035,0.323569,0.735297,1.29273,1.469241,0.720726,0.562312,0.813218,0.529112,0.987286,0.904769,0.962137,1.595945,1.656489,1.579876,0.796978,0.221311,0.796978,1.579876,1.656489,1.595945,0.962137,0.904769,0.987286,0.529112,0.813218,0.562312,0.720726,1.469241,1.29273,0.735297,0.323569,0.639035,0.453549,1.137556,1.770029,1.207427,0.806165,0.675802,3.811645,0.840908,2.755756,2.59783,11.804151,12.525423,14.846102,34.279774,72.778443,7.38695,walking
197.119156,38.222783,14.526341,9.17508,2.854115,2.941969,3.070955,0.893275,0.724031,0.763329,1.076321,0.879536,0.385711,0.075112,0.451102,0.119609,0.26472,0.137288,0.211251,0.121138,0.263288,0.217889,0.366901,0.180156,0.322763,0.272662,0.063774,0.351807,0.432242,0.2695,0.195505,0.368255,0.20089,0.368255,0.195505,0.2695,0.432242,0.351807,0.063774,0.272662,0.322763,0.180156,0.366901,0.217889,0.263288,0.121138,0.211251,0.137288,0.26472,0.119609,0.451102,0.075112,0.385711,0.879536,1.076321,0.763329,0.724031,0.893275,3.070955,2.941969,2.854115,9.17508,14.526341,38.222783,4.645541,walking
152.168546,41.923768,8.430543,31.752753,10.496847,2.850185,3.735211,0.343616,1.691839,0.500992,0.66755,0.405432,0.866593,0.206214,0.203493,0.056355,0.410322,0.182401,0.132634,0.173797,0.26917,0.109047,0.437539,0.218386,0.61146,0.094037,0.206054,0.203019,0.119669,0.420638,0.151277,0.31588,0.28958,0.31588,0.151277,0.420638,0.119669,0.203019,0.206054,0.094037,0.61146,0.218386,0.437539,0.109047,0.26917,0.173797,0.132634,0.182401,0.410322,0.056355,0.203493,0.206214,0.866593,0.405432,0.66755,0.500992,1.691839,0.343616,3.735211,2.850185,10.496847,31.752753,8.430543,41.923768,5.005857,walking
193.781631,40.475748,15.895066,8.972017,5.384407,5.151124,7.407714,5.032016,3.271015,1.886485,0.878975,1.177438,0.929119,0.297596,1.037926,0.728097,0.278225,0.405161,0.214775,0.255841,0.085217,0.3095,0.076852,0.327136,0.238114,0.291427,0.547724,0.258948,0.205975,0.127589,0.15591,0.470543,0.243362,0.470543,0.15591,0.127589,0.205975,0.258948,0.547724,0.291427,0.238114,0.327136,0.076852,0.3095,0.085217,0.255841,0.214775,0.405161,0.278225,0.728097,1.037926,0.297596,0.929119,1.177438,0.878975,1.886485,3.271015,5.032016,7.407714,5.151124,5.384407,8.972017,15.895066,40.475748,4.692804,walking
148.802931,34.249195,28.842794,7.829507,6.097448,1.843031,0.430011,0.400132,0.995821,0.551836,0.293707,0.276295,0.137272,0.249339,0.268465,0.163186,0.147834,0.288457,0.267147,0.235845,0.446567,0.181618,0.101254,0.447243,0.093591,0.339587,0.083479,0.116738,0.380154,0.356625,0.043201,0.089089,0.126979,0.089089,0.043201,0.356625,0.380154,0.116738,0.083479,0.339587,0.093591,0.447243,0.101254,0.181618,0.446567,0.235845,0.267147,0.288457,0.147834,0.163186,0.268465,0.249339,0.137272,0.276295,0.293707,0.551836,0.995821,0.400132,0.430011,1.843031,6.097448,7.829507,28.842794,34.249195,4.39248,walking
194.359439,31.622841,26.748503,36.129033,6.040725,12.448429,7.52503,4.697069,3.883849,1.725933,1.346441,1.496267,2.000589,1.167289,0.823607,1.292952,1.286774,1.4274,0.607581,0.819031,1.235145,1.104051,1.05935,0.412129,0.729746,1.014963,1.127817,0.494183,0.441986,1.080888,0.800892,0.540076,0.092534,0.540076,0.800892,1.080888,0.441986,0.494183,1.127817,1.014963,0.729746,0.412129,1.05935,1.104051,1.235145,0.819031,0.607581,1.4274,1.286774,1.292952,0.823607,1.167289,2.000589,1.496267,1.346441,1.725933,3.883849,4.697069,7.52503,12.448429,6.040725,36.129033,26.748503,31.622841,6.33548,walking
206.315124,42.591914,13.383872,21.932873,20.10138,7.595847,8.198499,2.404189,6.307493,3.498736,2.600667,3.532425,2.441384,2.526235,2.40539,2.250489,2.203967,2.04252,1.643602,1.977727,1.602273,1.507433,1.786399,1.583336,1.938706,1.69334,1.761647,1.568932,1.454875,1.447192,1.651493,1.649518,1.27458,1.649518,1.651493,1.447192,1.454875,1.568932,1.761647,1.69334,1.938706,1.583336,1.786399,1.507433,1.602273,1.977727,1.643602,2.04252,2.203967,2.250489,2.40539,2.526235,2.441384,3.532425,2.600667,3.498736,6.307493,2.404189,8.198499,7.595847,20.10138,21.932873,13.383872,42.591914,5.760474,walking
176.244696,63.2645,1.725298,15.57912,12.873739,8.762592,6.977901,3.917195,3.688172,3.969109,3.280383,3.0125,2.503354,2.483167,2.326524,2.131804,2.272776,2.007308,1.800933,1.848909,1.461846,1.883307,1.162044,1.558961,1.355945,1.606871,1.747761,1.728539,1.612822,1.606543,1.570568,1.381947,1.198589,1.381947,1.570568,1.606543,1.612822,1.728539,1.747761,1.606871,1.355945,1.558961,1.162044,1.883307,1.461846,1.848909,1.800933,2.007308,2.272776,2.131804,2.326524,2.483167,2.503354,3.0125,3.280383,3.969109,3.688172,3.917195,6.977901,8.762592,12.873739,15.57912,1.725298,63.2645,4.827048,walking
209.040309,27.384715,24.075902,43.273275,17.090741,10.389841,7.11087,1.634882,3.091499,1.993866,2.384672,0.366306,2.274817,0.919423,1.30159,0.76504,1.430044,0.681904,0.359537,1.074124,0.669016,0.186067,0.495298,0.520179,0.369124,0.721826,0.64962,0.518432,0.461843,0.766767,0.454962,0.70251,0.071081,0.70251,0.454962,0.766767,0.461843,0.518432,0.64962,0.721826,0.369124,0.520179,0.495298,0.186067,0.669016,1.074124,0.359537,0.681904,1.430044,0.76504,1.30159,0.919423,2.274817,0.366306,2.384672,1.993866,3.091499,1.634882,7.11087,10.389841,17.090741,43.273275,24.075902,27.384715,6.561683,walking
235.837041,44.256469,14.231265,28.353776,21.146587,6.823555,11.747252,8.757748,2.412423,4.956429,3.130854,2.964882,2.941596,2.963056,2.696275,2.765683,2.863037,2.133548,2.483381,2.069605,2.146654,1.917115,1.668657,1.720252,1.606584,1.239278,1.953423,1.826016,1.93363,1.547981,1.851278,1.595804,1.945258,1.595804,1.851278,1.547981,1.93363,1.826016,1.953423,1.239278,1.606584,1.720252,1.668657,1.917115,2.146654,2.069605,2.483381,2.133548,2.863037,2.765683,2.696275,2.963056,2.941596,2.964882,3.130854,4.956429,2.412423,8.757748,11.747252,6.823555,21.146587,28.353776,14.231265,44.256469,6.610484,walking
141.497758,30.218297,10.815188,9.825003,5.304454,4.766039,3.215862,2.523201,1.956231,1.673461,1.6078,1.172352,1.166538,1.243786,1.471185,1.082505,1.113618,1.120075,1.077931,0.827777,0.906688,1.194293,0.72655,0.632733,0.704726,0.90157,0.945229,0.59358,0.739001,0.931582,0.693839,0.543612,1.021153,0.543612,0.693839,0.931582,0.739001,0.59358,0.945229,0.90157,0.704726,0.632733,0.72655,1.194293,0.906688,0.827777,1.077931,1.120075,1.113618,1.082505,1.471185,1.243786,1.166538,1.172352,1.6078,1.673461,1.956231,2.523201,3.215862,4.766039,5.304454,9.825003,10.815188,30.218297,3.624285,walking
189.843129,20.087709,26.553251,28.223319,3.096234,4.386886,0.840331,2.193905,2.893907,1.205568,1.50823,0.350559,1.094536,0.781833,0.69032,1.021436,0.351461,0.909867,0.864893,0.294067,0.473174,0.637673,0.480423,0.55769,0.354484,0.39771,0.316067,0.60509,0.284671,0.795778,0.565514,0.425002,0.431934,0.425002,0.565514,0.795778,0.284671,0.60509,0.316067,0.39771,0.354484,0.55769,0.480423,0.637673,0.473174,0.294067,0.864893,0.909867,0.351461,1.021436,0.69032,0.781833,1.094536,0.350559,1.50823,1.205568,2.893907,2.193905,0.840331,4.386886,3.096234,28.223319,26.553251,20.087709,5.191132,walking
225.768497,38.099352,38.647108,21.570382,32.210715,20.930192,14.478343,10.324013,6.703869,8.113434,7.514222,7.403618,6.604731,5.363072,5.372422,5.03211,4.651434,5.06066,3.941675,3.948009,3.729165,3.591738,3.79872,3.325002,3.592514,3.707309,3.509453,3.51154,3.119378,2.963716,3.456897,3.299769,3.417191,3.299769,3.456897,2.963716,3.119378,3.51154,3.509453,3.707309,3.592514,3.325002,3.79872,3.591738,3.729165,3.948009,3.941675,5.06066,4.651434,5.03211,5.372422,5.363072,6.604731,7.403618,7.514222,8.113434,6.703869,10.324013,14.478343,20.930192,32.210715,21.570382,38.647108,38.099352,8.474759,walking
367.030398,58.286569,40.115686,14.417251,12.228496,9.18702,8.469567,8.819912,7.689418,6.713732,6.108983,5.524661,5.100334,4.783802,4.199622,4.09623,3.87893,3.466474,3.427757,3.35766,3.224831,3.270213,3.184799,2.916161,3.028128,2.971496,2.831684,2.906682,2.911262,2.995125,2.746044,2.663726,2.275463,2.663726,2.746044,2.995125,2.911262,2.906682,2.831684,2.971496,3.028128,2.916161,3.184799,3.270213,3.224831,3.35766,3.427757,3.466474,3.87893,4.09623,4.199622,4.783802,5.100334,5.524661,6.108983,6.713732,7.689418,8.819912,8.469567,9.18702,12.228496,14.417251,40.115686,58.286569,8.261854,walking
186.331287,15.293865,21.068247,8.373512,6.421111,7.084963,2.894555,2.819925,0.900421,1.464704,1.560716,1.443136,1.307176,1.33072,1.338118,0.846071,0.941717,1.25105,0.454159,0.771923,1.638786,0.893205,0.328217,1.323112,0.848513,0.72976,0.772403,0.632453,0.579024,1.138186,0.703953,0.862156,0.772686,0.862156,0.703953,1.138186,0.579024,0.632453,0.772403,0.72976,0.848513,1.323112,0.328217,0.893205,1.638786,0.771923,0.454159,1.25105,0.941717,0.846071,1.338118,1.33072,1.307176,1.443136,1.560716,1.464704,0.900421,2.819925,2.894555,7.084963,6.421111,8.373512,21.068247,15.293865,4.1404,walking
93.958824,21.75721,10.556153,3.166551,3.237308,3.126576,2.491182,2.003924,1.14746,1.621475,1.150875,1.254637,0.363734,0.303714,0.782221,0.843197,0.648606,0.548704,0.603905,0.548388,0.242092,0.828454,0.357744,0.288036,0.421499,0.152094,0.459267,0.514045,0.434741,0.250613,0.474465,0.613267,0.344168,0.613267,0.474465,0.250613,0.434741,0.514045,0.459267,0.152094,0.421499,0.288036,0.357744,0.828454,0.242092,0.548388,0.603905,0.548704,0.648606,0.843197,0.782221,0.303714,0.363734,1.254637,1.150875,1.621475,1.14746,2.003924,2.491182,3.126576,3.237308,3.166551,10.556153,21.75721,2.395875,walking
182.172572,79.915491,44.215697,41.286744,16.636067,2.724933,5.136207,2.838572,4.759726,2.566613,2.847335,0.504987,1.627534,1.003294,0.986525,1.504934,0.859862,2.081676,0.27293,1.296525,0.686255,1.280329,0.770925,0.523211,1.80822,0.250659,1.161408,0.395664,0.665907,1.190083,0.691071,1.186494,0.126926,1.186494,0.691071,1.190083,0.665907,0.395664,1.161408,0.250659,1.80822,0.523211,0.770925,1.280329,0.686255,1.296525,0.27293,2.081676,0.859862,1.504934,0.986525,1.003294,1.627534,0.504987,2.847335,2.566613,4.759726,2.838572,5.136207,2.724933,16.636067,41.286744,44.215697,79.915491,8.216274,walking
142.747698,6.326345,1.364972,12.768683,8.118491,6.367936,2.786808,2.520364,1.227437,1.037456,0.833286,0.804146,0.105961,0.409307,0.105034,0.212211,0.460213,0.624686,0.541721,0.532606,0.708078,0.247878,0.128733,0.557912,0.604967,0.145208,0.36485,0.205457,0.251842,0.21928,0.601451,0.384779,0.388099,0.384779,0.601451,0.21928,0.251842,0.205457,0.36485,0.145208,0.604967,0.557912,0.128733,0.247878,0.708078,0.532606,0.541721,0.624686,0.460213,0.212211,0.105034,0.409307,0.105961,0.804146,0.833286,1.037456,1.227437,2.520364,2.786808,6.367936,8.118491,12.768683,1.364972,6.326345,3.129911,walking
175.152108,19.797955,23.123789,7.522731,11.086309,12.523242,6.777716,3.693295,3.231138,3.113474,1.731261,1.912231,0.646022,0.87037,0.27846,0.901721,0.399173,0.919578,0.539386,0.666528,0.35843,0.432154,0.048184,0.928713,0.640648,0.735823,0.691246,0.752993,0.829613,0.529119,0.659889,0.625498,0.358861,0.625498,0.659889,0.529119,0.829613,0.752993,0.691246,0.735823,0.640648,0.928713,0.048184,0.432154,0.35843,0.666528,0.539386,0.919578,0.399173,0.901721,0.27846,0.87037,0.646022,1.912231,1.731261,3.113474,3.231138,3.693295,6.777716,12.523242,11.086309,7.522731,23.123789,19.797955,3.782094,walking
189.761467,17.50355,5.30579,6.929888,7.06777,7.349541,4.344401,4.873266,2.8443,1.740387,1.251909,1.296524,0.541623,0.512835,0.308253,0.558403,0.394096,0.579269,0.502918,0.354436,0.482486,0.426224,0.445622,0.371161,0.440959,0.375374,0.363191,0.199412,0.158967,0.277886,0.113261,0.684779,0.131471,0.684779,0.113261,0.277886,0.158967,0.199412,0.363191,0.375374,0.440959,0.371161,0.445622,0.426224,0.482486,0.354436,0.502918,0.579269,0.394096,0.558403,0.308253,0.512835,0.541623,1.296524,1.251909,1.740387,2.8443,4.873266,4.344401,7.349541,7.06777,6.929888,5.30579,17.50355,4.02233,walking
202.525229,68.608561,27.816422,24.055976,14.586746,8.77981,10.945205,9.50312,7.38644,7.496284,6.343519,4.667414,4.662246,4.777373,3.901774,3.778949,3.323204,3.378115,3.353863,3.256488,2.884796,3.142826,2.72549,2.551795,2.858484,2.906241,2.71106,2.738804,2.856967,2.750641,2.724473,2.386185,2.323597,2.386185,2.724473,2.750641,2.856967,2.738804,2.71106,2.906241,2.858484,2.551795,2.72549,3.142826,2.884796,3.256488,3.353863,3.378115,3.323204,3.778949,3.901774,4.777373,4.662246,4.667414,6.343519,7.496284,7.38644,9.50312,10.945205,8.77981,14.586746,24.055976,27.816422,68.608561,8.273206,walking
203.949903,20.894605,16.099497,28.379574,31.801933,17.085209,14.261344,8.673755,8.799401,8.35974,7.267133,6.537276,5.741996,5.269318,5.321606,4.783129,4.742183,4.492566,4.18384,3.795443,4.037772,3.624016,3.73436,3.492271,3.262639,3.376514,3.338237,3.071521,3.569712,3.314124,2.994369,3.355096,3.371354,3.355096,2.994369,3.314124,3.569712,3.071521,3.338237,3.376514,3.262639,3.492271,3.73436,3.624016,4.037772,3.795443,4.18384,4.492566,4.742183,4.783129,5.321606,5.269318,5.741996,6.537276,7.267133,8.35974,8.799401,8.673755,14.261344,17.085209,31.801933,28.379574,16.099497,20.894605,8.193253,walking
273.877817,63.568237,38.780513,10.072142,15.488708,8.184433,5.612644,3.884466,2.092327,5.018584,5.01823,2.747301,1.942393,2.027578,2.737832,2.419308,2.153095,1.895729,1.997174,1.752418,1.586046,2.038031,1.405038,1.888466,1.795851,1.502042,1.766017,1.674969,1.400249,1.428402,1.735611,1.422424,1.493686,1.422424,1.735611,1.428402,1.400249,1.674969,1.766017,1.502042,1.795851,1.888466,1.405038,2.038031,1.586046,1.752418,1.997174,1.895729,2.153095,2.419308,2.737832,2.027578,1.942393,2.747301,5.01823,5.018584,2.092327,3.884466,5.612644,8.184433,15.488708,10.072142,38.780513,63.568237,8.185062,walking
277.637411,46.59934,20.082391,24.622729,19.918931,16.21049,9.505648,2.784522,0.155202,1.599332,1.359793,1.50582,1.637723,0.53888,1.120885,0.590307,0.788855,1.022202,0.878061,0.724777,0.546721,0.580338,0.391839,0.577892,0.675103,0.70183,0.526899,0.701198,0.501799,0.491566,0.564039,0.827121,0.91509,0.827121,0.564039,0.491566,0.501799,0.701198,0.526899,0.70183,0.675103,0.577892,0.391839,0.580338,0.546721,0.724777,0.878061,1.022202,0.788855,0.590307,1.120885,0.53888,1.637723,1.50582,1.359793,1.599332,0.155202,2.784522,9.505648,16.21049,19.918931,24.622729,20.082391,46.59934,7.72509,walking
222.852339,21.914408,15.908428,31.670609,30.077756,16.167753,10.840366,8.669417,2.256677,2.554143,2.089301,2.977042,4.011337,3.181702,3.938779,2.636962,2.186007,2.00724,2.250395,3.221127,2.645456,2.114052,2.427166,1.687284,2.070666,1.842127,1.407066,2.136557,1.936647,1.700202,1.498237,1.729475,1.979607,1.729475,1.498237,1.700202,1.936647,2.136557,1.407066,1.842127,2.070666,1.687284,2.427166,2.114052,2.645456,3.221127,2.250395,2.00724,2.186007,2.636962,3.938779,3.181702,4.011337,2.977042,2.089301,2.554143,2.256677,8.669417,10.840366,16.167753,30.077756,31.670609,15.908428,21.914408,6.147491,walking
294.497348,82.390365,36.076631,13.356603,17.38673,2.209817,4.268931,4.45619,2.377807,2.671993,3.062955,2.374139,1.513966,0.539977,1.042331,1.073708,0.535818,0.264904,1.0006,0.775226,0.611148,1.143117,0.844103,0.635142,0.528591,0.668934,0.274646,0.483246,0.621757,0.46826,0.547707,0.443306,0.560046,0.443306,0.547707,0.46826,0.621757,0.483246,0.274646,0.668934,0.528591,0.635142,0.844103,1.143117,0.611148,0.775226,1.0006,0.264904,0.535818,1.073708,1.042331,0.539977,1.513966,2.374139,3.062955,2.671993,2.377807,4.45619,4.268931,2.209817,17.38673,13.356603,36.076631,82.390365,8.807506,walking
279.078957,34.29773,6.083546,21.047813,19.964915,19.394158,8.330675,3.767647,3.865447,3.331752,4.357687,3.320613,2.385022,2.893166,2.579885,2.294761,2.044423,1.895711,2.026362,2.06981,1.513605,1.673889,1.745592,1.788448,1.65958,1.187268,1.54693,1.370615,1.594986,1.408253,1.694138,1.663836,1.307882,1.663836,1.694138,1.408253,1.594986,1.370615,1.54693,1.187268,1.65958,1.788448,1.745592,1.673889,1.513605,2.06981,2.026362,1.895711,2.044423,2.294761,2.579885,2.893166,2.385022,3.320613,4.357687,3.331752,3.865447,3.767647,8.330675,19.394158,19.964915,21.047813,6.083546,34.29773,7.497647,walking
222.665601,31.101436,12.175858,32.691834,13.707038,9.859995,7.196081,4.636884,2.080759,1.605199,1.919344,2.534403,1.602082,1.742888,1.345784,1.299113,0.853699,1.491027,0.985162,1.518924,1.246559,1.063911,1.375573,1.109769,0.878356,0.968793,0.930318,1.105969,1.001584,1.149063,0.996072,0.893005,1.25507,0.893005,0.996072,1.149063,1.001584,1.105969,0.930318,0.968793,0.878356,1.109769,1.375573,1.063911,1.246559,1.518924,0.985162,1.491027,0.853699,1.299113,1.345784,1.742888,1.602082,2.534403,1.919344,1.605199,2.080759,4.636884,7.196081,9.859995,13.707038,32.691834,12.175858,31.101436,6.863464,walking
273.556724,57.670674,25.965063,32.911317,19.000121,7.00766,4.25593,0.36611,2.229771,2.419613,2.426926,1.807997,0.285094,0.543988,0.921819,0.767701,0.262181,0.686623,0.727236,0.423867,0.746011,0.489671,0.674525,0.66966,0.463885,0.533236,0.370425,0.083104,0.445076,0.338929,0.335153,0.510308,0.749796,0.510308,0.335153,0.338929,0.445076,0.083104,0.370425,0.533236,0.463885,0.66966,0.674525,0.489671,0.746011,0.423867,0.727236,0.686623,0.262181,0.767701,0.921819,0.543988,0.285094,1.807997,2.426926,2.419613,2.229771,0.36611,4.25593,7.00766,19.000121,32.911317,25.965063,57.670674,8.291886,walking
289.362378,40.709396,10.236392,24.602714,17.651898,10.964646,2.974714,1.008896,1.503645,1.8339,2.072801,1.069806,0.529956,0.57892,0.441989,0.866862,0.245301,0.398414,0.266503,0.261357,0.167785,0.153908,0.136284,0.182312,0.1978,0.448071,0.119062,0.223614,0.15917,0.270135,0.235534,0.244071,0.140698,0.244071,0.235534,0.270135,0.15917,0.223614,0.119062,0.448071,0.1978,0.182312,0.136284,0.153908,0.167785,0.261357,0.266503,0.398414,0.245301,0.866862,0.441989,0.57892,0.529956,1.069806,2.072801,1.8339,1.503645,1.008896,2.974714,10.964646,17.651898,24.602714,10.236392,40.709396,7.712219,walking
201.693102,28.535339,17.908569,24.818247,15.615696,3.132025,5.162845,3.665982,2.555669,0.783349,0.15087,0.219544,0.567633,0.643102,0.679642,0.695698,0.461453,0.356223,0.153923,0.406983,0.438228,0.361076,0.296363,0.412891,0.225502,0.195626,0.24426,0.170396,0.36993,0.303605,0.367955,0.232514,0.351596,0.232514,0.367955,0.303605,0.36993,0.170396,0.24426,0.195626,0.225502,0.412891,0.296363,0.361076,0.438228,0.406983,0.153923,0.356223,0.461453,0.695698,0.679642,0.643102,0.567633,0.219544,0.15087,0.783349,2.555669,3.665982,5.162845,3.132025,15.615696,24.818247,17.908569,28.535339,4.573082,walking
